model,game_id,treatment,language,personality_condition,society,n_players,n_periods,endowment,mpcr,mean_contribution,mean_contribution_by_period,antisocial_punishment_total,agent1_personality,agent1_contributions,agent1_total_contributed,agent1_total_earnings,agent1_contrib_fallbacks,agent1_punish_fallbacks,agent2_personality,agent2_contributions,agent2_total_contributed,agent2_total_earnings,agent2_contrib_fallbacks,agent2_punish_fallbacks,agent3_personality,agent3_contributions,agent3_total_contributed,agent3_total_earnings,agent3_contrib_fallbacks,agent3_punish_fallbacks,agent4_personality,agent4_contributions,agent4_total_contributed,agent4_total_earnings,agent4_contrib_fallbacks,agent4_punish_fallbacks
qwen25-7b-instruct,N_en_soc-Zurich_0,N,en,neutral,Zurich,4,10,20,0.4,16.075,"[9.25, 13.75, 15.0, 17.5, 17.0, 17.5, 17.75, 17.5, 17.75, 17.75]",0.0,none,"[12, 15, 18, 20, 20, 19, 17, 18, 17, 18]",174,283.2,0,0,none,"[10, 15, 15, 15, 15, 18, 20, 16, 18, 18]",160,297.2,0,0,none,"[10, 10, 15, 15, 15, 17, 16, 18, 20, 17]",153,304.2,0,0,none,"[5, 15, 12, 20, 18, 16, 18, 18, 16, 18]",156,301.2,0,0
qwen25-7b-instruct,N_en_soc-Zurich_1,N,en,neutral,Zurich,4,10,20,0.4,14.075,"[10.0, 12.75, 15.5, 15.25, 15.0, 13.5, 15.25, 13.0, 15.5, 15.0]",0.0,none,"[5, 18, 16, 17, 19, 15, 15, 15, 16, 17]",153,272.2,0,0,none,"[8, 8, 10, 15, 10, 12, 14, 1, 15, 15]",108,317.2,0,0,none,"[12, 15, 18, 17, 16, 15, 18, 18, 16, 16]",161,264.2,0,0,none,"[15, 10, 18, 12, 15, 12, 14, 18, 15, 12]",141,284.2,0,0
qwen25-7b-instruct,N_en_soc-Zurich_2,N,en,neutral,Zurich,4,10,20,0.4,13.875,"[7.25, 10.25, 14.25, 14.5, 17.0, 15.75, 12.75, 15.25, 16.0, 15.75]",0.0,none,"[5, 12, 15, 18, 18, 18, 10, 15, 15, 18]",144,278.0,0,0,none,"[4, 8, 15, 16, 18, 15, 13, 15, 20, 15]",139,283.0,0,0,none,"[10, 15, 15, 12, 18, 15, 13, 17, 16, 15]",146,276.0,0,0,none,"[10, 6, 12, 12, 14, 15, 15, 14, 13, 15]",126,296.0,0,0
qwen25-7b-instruct,N_en_soc-Zurich_3,N,en,neutral,Zurich,4,10,20,0.4,15.15,"[10.75, 13.0, 16.75, 16.5, 14.0, 16.0, 16.0, 15.25, 17.5, 15.75]",0.0,none,"[8, 15, 18, 17, 14, 18, 15, 15, 14, 15]",149,293.4,0,0,none,"[15, 10, 18, 14, 15, 14, 16, 15, 20, 15]",152,290.4,0,0,none,"[5, 15, 16, 20, 12, 18, 15, 16, 20, 18]",155,287.4,0,0,none,"[15, 12, 15, 15, 15, 14, 18, 15, 16, 15]",150,292.4,0,0
qwen25-7b-instruct,N_en_soc-Zurich_4,N,en,neutral,Zurich,4,10,20,0.4,13.825,"[7.0, 12.25, 13.0, 16.0, 14.0, 14.5, 16.25, 16.25, 15.0, 14.0]",0.0,none,"[8, 10, 15, 18, 15, 16, 17, 14, 17, 12]",142,279.2,0,0,none,"[5, 12, 13, 15, 15, 10, 15, 18, 15, 15]",133,288.2,0,0,none,"[5, 15, 10, 18, 16, 15, 15, 18, 15, 14]",141,280.2,0,0,none,"[10, 12, 14, 13, 10, 17, 18, 15, 13, 15]",137,284.2,0,0
qwen25-7b-instruct,N_en_soc-Zurich_5,N,en,neutral,Zurich,4,10,20,0.4,13.375,"[5.25, 11.75, 14.25, 14.25, 14.0, 14.75, 15.25, 13.25, 15.0, 16.0]",0.0,none,"[10, 12, 15, 15, 15, 15, 15, 14, 15, 14]",140,274.0,0,0,none,"[10, 10, 15, 15, 14, 15, 15, 10, 14, 15]",133,281.0,0,0,none,"[1, 15, 12, 15, 14, 15, 15, 15, 18, 20]",140,274.0,0,0,none,"[0, 10, 15, 12, 13, 14, 16, 14, 13, 15]",122,292.0,0,0
qwen25-7b-instruct,N_en_soc-Zurich_6,N,en,neutral,Zurich,4,10,20,0.4,12.975,"[5.75, 10.75, 12.75, 13.0, 14.25, 14.5, 14.25, 14.5, 15.5, 14.5]",0.0,none,"[5, 6, 10, 12, 12, 14, 15, 14, 15, 10]",113,294.6,0,0,none,"[5, 7, 10, 12, 15, 13, 10, 14, 15, 13]",114,293.6,0,0,none,"[8, 15, 16, 18, 16, 15, 14, 15, 16, 18]",151,256.6,0,0,none,"[5, 15, 15, 10, 14, 16, 18, 15, 16, 17]",141,266.6,0,0
qwen25-7b-instruct,N_en_soc-Zurich_7,N,en,neutral,Zurich,4,10,20,0.4,15.2,"[8.75, 15.0, 14.25, 14.5, 15.5, 15.0, 16.75, 17.25, 18.0, 17.0]",0.0,none,"[10, 15, 15, 14, 15, 13, 15, 20, 18, 17]",152,291.2,0,0,none,"[10, 15, 15, 15, 15, 17, 18, 15, 18, 18]",156,287.2,0,0,none,"[5, 15, 12, 14, 15, 13, 18, 16, 18, 15]",141,302.2,0,0,none,"[10, 15, 15, 15, 17, 17, 16, 18, 18, 18]",159,284.2,0,0
qwen25-7b-instruct,N_en_soc-Zurich_8,N,en,neutral,Zurich,4,10,20,0.4,14.675,"[8.75, 11.75, 17.5, 15.5, 15.0, 14.0, 15.75, 15.5, 16.25, 16.75]",0.0,none,"[5, 10, 18, 12, 15, 15, 18, 15, 14, 14]",136,298.8,0,0,none,"[15, 10, 12, 20, 15, 15, 15, 14, 15, 15]",146,288.8,0,0,none,"[5, 15, 20, 10, 15, 12, 15, 15, 18, 18]",143,291.8,0,0,none,"[10, 12, 20, 20, 15, 14, 15, 18, 18, 20]",162,272.8,0,0
qwen25-7b-instruct,N_en_soc-Zurich_9,N,en,neutral,Zurich,4,10,20,0.4,12.725,"[7.0, 9.75, 13.0, 13.75, 15.0, 14.75, 12.5, 14.25, 14.75, 12.5]",0.0,none,"[8, 10, 12, 15, 15, 20, 1, 15, 15, 5]",116,287.6,0,0,none,"[10, 7, 12, 15, 15, 14, 16, 12, 15, 15]",131,272.6,0,0,none,"[5, 10, 8, 10, 15, 10, 15, 15, 15, 15]",118,285.6,0,0,none,"[5, 12, 20, 15, 15, 15, 18, 15, 14, 15]",144,259.6,0,0
qwen25-7b-instruct,N_en_soc-Copenhagen_0,N,en,neutral,Copenhagen,4,10,20,0.4,14.35,"[12.25, 13.5, 14.25, 16.5, 15.25, 16.0, 15.75, 12.0, 15.75, 12.25]",0.0,none,"[16, 12, 15, 18, 17, 16, 14, 1, 15, 2]",126,303.6,0,0,none,"[15, 12, 16, 17, 14, 15, 16, 16, 15, 17]",153,276.6,0,0,none,"[10, 18, 12, 18, 15, 17, 15, 15, 18, 14]",152,277.6,0,0,none,"[8, 12, 14, 13, 15, 16, 18, 16, 15, 16]",143,286.6,0,0
qwen25-7b-instruct,N_en_soc-Copenhagen_1,N,en,neutral,Copenhagen,4,10,20,0.4,14.675,"[7.5, 13.5, 15.0, 14.75, 15.75, 15.5, 15.5, 15.75, 16.0, 17.5]",0.0,none,"[5, 12, 14, 14, 15, 15, 15, 15, 15, 16]",136,298.8,0,0,none,"[10, 15, 16, 20, 15, 17, 18, 15, 15, 17]",158,276.8,0,0,none,"[5, 15, 15, 12, 16, 15, 14, 18, 18, 17]",145,289.8,0,0,none,"[10, 12, 15, 13, 17, 15, 15, 15, 16, 20]",148,286.8,0,0
qwen25-7b-instruct,N_en_soc-Copenhagen_2,N,en,neutral,Copenhagen,4,10,20,0.4,13.425,"[8.25, 12.75, 15.25, 14.25, 12.0, 15.5, 16.0, 13.25, 14.75, 12.25]",0.0,none,"[10, 6, 10, 15, 18, 15, 17, 10, 12, 15]",128,286.8,0,0,none,"[5, 15, 18, 12, 14, 16, 15, 15, 17, 18]",145,269.8,0,0,none,"[8, 12, 18, 13, 1, 15, 17, 12, 15, 1]",112,302.8,0,0,none,"[10, 18, 15, 17, 15, 16, 15, 16, 15, 15]",152,262.8,0,0
qwen25-7b-instruct,N_en_soc-Copenhagen_3,N,en,neutral,Copenhagen,4,10,20,0.4,11.875,"[5.0, 11.75, 12.25, 9.25, 10.0, 14.5, 13.0, 13.0, 13.75, 16.25]",0.0,none,"[10, 5, 10, 8, 10, 15, 10, 12, 15, 15]",110,280.0,0,0,none,"[0, 11, 15, 12, 10, 15, 16, 10, 12, 20]",121,269.0,0,0,none,"[5, 15, 17, 12, 10, 13, 12, 17, 18, 15]",134,256.0,0,0,none,"[5, 16, 7, 5, 10, 15, 14, 13, 10, 15]",110,280.0,0,0
qwen25-7b-instruct,N_en_soc-Copenhagen_4,N,en,neutral,Copenhagen,4,10,20,0.4,12.35,"[10.0, 10.0, 13.0, 14.5, 9.75, 13.75, 10.75, 13.5, 14.75, 13.5]",0.0,none,"[10, 15, 10, 15, 14, 15, 15, 12, 15, 14]",135,262.6,0,0,none,"[10, 0, 12, 15, 1, 13, 1, 12, 14, 10]",88,309.6,0,0,none,"[10, 10, 15, 15, 12, 13, 14, 14, 15, 15]",133,264.6,0,0,none,"[10, 15, 15, 13, 12, 14, 13, 16, 15, 15]",138,259.6,0,0
qwen25-7b-instruct,N_en_soc-Copenhagen_5,N,en,neutral,Copenhagen,4,10,20,0.4,13.2,"[6.25, 13.0, 11.75, 13.75, 13.25, 13.25, 14.0, 15.5, 15.75, 15.5]",0.0,none,"[10, 15, 12, 13, 12, 15, 15, 15, 15, 15]",137,274.2,0,0,none,"[5, 15, 10, 13, 14, 13, 15, 13, 15, 14]",127,284.2,0,0,none,"[5, 7, 13, 14, 14, 10, 14, 20, 15, 18]",130,281.2,0,0,none,"[5, 15, 12, 15, 13, 15, 12, 14, 18, 15]",134,277.2,0,0
qwen25-7b-instruct,N_en_soc-Copenhagen_6,N,en,neutral,Copenhagen,4,10,20,0.4,12.825,"[8.75, 10.25, 10.5, 13.5, 15.0, 13.5, 14.5, 13.25, 15.0, 14.0]",0.0,none,"[10, 10, 10, 12, 15, 12, 15, 14, 15, 15]",128,277.2,0,0,none,"[5, 10, 9, 11, 15, 15, 13, 12, 15, 13]",118,287.2,0,0,none,"[10, 9, 8, 11, 15, 15, 14, 12, 13, 13]",120,285.2,0,0,none,"[10, 12, 15, 20, 15, 12, 16, 15, 17, 15]",147,258.2,0,0
qwen25-7b-instruct,N_en_soc-Copenhagen_7,N,en,neutral,Copenhagen,4,10,20,0.4,14.225,"[6.75, 12.5, 14.25, 16.0, 15.0, 14.75, 15.25, 15.75, 16.0, 16.0]",0.0,none,"[5, 10, 12, 15, 12, 15, 14, 16, 15, 15]",129,298.6,0,0,none,"[2, 10, 15, 12, 19, 15, 14, 16, 16, 18]",137,290.6,0,0,none,"[10, 18, 15, 19, 15, 16, 18, 16, 18, 16]",161,266.6,0,0,none,"[10, 12, 15, 18, 14, 13, 15, 15, 15, 15]",142,285.6,0,0
qwen25-7b-instruct,N_en_soc-Copenhagen_8,N,en,neutral,Copenhagen,4,10,20,0.4,13.55,"[10.0, 9.25, 12.75, 12.0, 15.0, 15.25, 13.75, 15.0, 15.0, 17.5]",0.0,none,"[10, 10, 12, 17, 15, 16, 15, 15, 15, 20]",145,271.8,0,0,none,"[10, 5, 10, 5, 15, 15, 10, 15, 15, 15]",115,301.8,0,0,none,"[15, 12, 17, 13, 15, 15, 15, 15, 15, 20]",152,264.8,0,0,none,"[5, 10, 12, 13, 15, 15, 15, 15, 15, 15]",130,286.8,0,0
qwen25-7b-instruct,N_en_soc-Copenhagen_9,N,en,neutral,Copenhagen,4,10,20,0.4,10.975,"[5.0, 7.0, 12.25, 15.25, 14.25, 13.75, 10.0, 10.25, 10.25, 11.75]",0.0,none,"[5, 5, 15, 15, 15, 12, 15, 1, 18, 12]",113,262.6,0,0,none,"[5, 8, 7, 18, 15, 13, 14, 13, 1, 10]",104,271.6,0,0,none,"[5, 5, 15, 10, 18, 18, 1, 12, 12, 15]",111,264.6,0,0,none,"[5, 10, 12, 18, 9, 12, 10, 15, 10, 10]",111,264.6,0,0
qwen25-7b-instruct,N_en_soc-Bonn_0,N,en,neutral,Bonn,4,10,20,0.4,13.3,"[8.75, 12.5, 11.0, 14.25, 13.75, 15.25, 14.5, 15.5, 12.5, 15.0]",0.0,none,"[5, 15, 10, 18, 19, 13, 18, 15, 12, 14]",139,273.8,0,0,none,"[15, 10, 12, 15, 16, 12, 15, 17, 15, 15]",142,270.8,0,0,none,"[10, 10, 10, 12, 10, 18, 15, 15, 10, 15]",125,287.8,0,0,none,"[5, 15, 12, 12, 10, 18, 10, 15, 13, 16]",126,286.8,0,0
qwen25-7b-instruct,N_en_soc-Bonn_1,N,en,neutral,Bonn,4,10,20,0.4,12.5,"[9.5, 10.25, 12.5, 12.75, 13.75, 12.75, 12.75, 12.75, 14.5, 13.5]",0.0,none,"[10, 12, 9, 15, 13, 14, 9, 13, 15, 14]",124,276.0,0,0,none,"[10, 10, 11, 12, 14, 13, 13, 13, 13, 13]",122,278.0,0,0,none,"[8, 10, 15, 12, 13, 10, 14, 10, 15, 13]",120,280.0,0,0,none,"[10, 9, 15, 12, 15, 14, 15, 15, 15, 14]",134,266.0,0,0
qwen25-7b-instruct,N_en_soc-Bonn_2,N,en,neutral,Bonn,4,10,20,0.4,12.075,"[5.25, 9.0, 13.75, 12.25, 15.25, 12.0, 11.5, 15.25, 13.25, 13.25]",0.0,none,"[5, 8, 12, 15, 18, 10, 16, 18, 13, 11]",126,267.2,0,0,none,"[5, 7, 10, 12, 13, 10, 10, 15, 14, 14]",110,283.2,0,0,none,"[1, 6, 15, 10, 14, 13, 12, 15, 12, 13]",111,282.2,0,0,none,"[10, 15, 18, 12, 16, 15, 8, 13, 14, 15]",136,257.2,0,0
qwen25-7b-instruct,N_en_soc-Bonn_3,N,en,neutral,Bonn,4,10,20,0.4,13.8,"[10.25, 9.5, 12.5, 13.5, 15.0, 14.75, 14.25, 16.5, 15.25, 16.5]",0.0,none,"[8, 15, 13, 12, 20, 15, 14, 18, 15, 16]",146,274.8,0,0,none,"[15, 1, 5, 12, 10, 12, 14, 16, 13, 17]",115,305.8,0,0,none,"[10, 12, 18, 15, 15, 16, 15, 17, 18, 18]",154,266.8,0,0,none,"[8, 10, 14, 15, 15, 16, 14, 15, 15, 15]",137,283.8,0,0
qwen25-7b-instruct,N_en_soc-Bonn_4,N,en,neutral,Bonn,4,10,20,0.4,15.175,"[6.25, 13.0, 17.5, 17.25, 16.0, 15.5, 16.75, 15.75, 17.25, 16.5]",0.0,none,"[10, 15, 20, 18, 15, 15, 15, 15, 20, 15]",158,284.8,0,0,none,"[5, 10, 15, 15, 17, 17, 17, 17, 17, 15]",145,297.8,0,0,none,"[5, 15, 20, 18, 17, 15, 17, 16, 16, 18]",157,285.8,0,0,none,"[5, 12, 15, 18, 15, 15, 18, 15, 16, 18]",147,295.8,0,0
qwen25-7b-instruct,N_en_soc-Bonn_5,N,en,neutral,Bonn,4,10,20,0.4,12.9,"[7.5, 13.0, 12.75, 12.75, 12.75, 14.0, 14.25, 13.75, 14.25, 14.0]",0.0,none,"[10, 15, 12, 10, 13, 13, 14, 11, 14, 14]",126,280.4,0,0,none,"[5, 10, 12, 12, 12, 12, 15, 15, 15, 13]",121,285.4,0,0,none,"[5, 15, 12, 15, 13, 13, 13, 14, 13, 15]",128,278.4,0,0,none,"[10, 12, 15, 14, 13, 18, 15, 15, 15, 14]",141,265.4,0,0
qwen25-7b-instruct,N_en_soc-Bonn_6,N,en,neutral,Bonn,4,10,20,0.4,12.725,"[7.5, 9.25, 13.0, 14.25, 13.75, 14.25, 12.25, 16.5, 13.5, 13.0]",0.0,none,"[10, 10, 15, 15, 10, 18, 1, 15, 15, 10]",119,284.6,0,0,none,"[5, 10, 10, 15, 17, 12, 18, 18, 12, 15]",132,271.6,0,0,none,"[5, 10, 15, 12, 18, 15, 15, 18, 15, 15]",138,265.6,0,0,none,"[10, 7, 12, 15, 10, 12, 15, 15, 12, 12]",120,283.6,0,0
qwen25-7b-instruct,N_en_soc-Bonn_7,N,en,neutral,Bonn,4,10,20,0.4,14.15,"[10.0, 12.75, 15.25, 14.75, 14.25, 15.25, 14.75, 14.5, 15.0, 15.0]",0.0,none,"[10, 10, 12, 13, 15, 16, 15, 14, 15, 15]",135,291.4,0,0,none,"[15, 14, 18, 16, 14, 15, 15, 15, 15, 15]",152,274.4,0,0,none,"[10, 15, 16, 12, 12, 14, 14, 14, 15, 15]",137,289.4,0,0,none,"[5, 12, 15, 18, 16, 16, 15, 15, 15, 15]",142,284.4,0,0
qwen25-7b-instruct,N_en_soc-Bonn_8,N,en,neutral,Bonn,4,10,20,0.4,15.5,"[12.0, 12.25, 16.25, 16.75, 15.25, 18.0, 17.0, 16.75, 17.5, 13.25]",0.0,none,"[8, 15, 15, 19, 18, 18, 20, 16, 16, 1]",146,302.0,0,0,none,"[10, 12, 16, 18, 14, 16, 15, 15, 16, 20]",152,296.0,0,0,none,"[10, 10, 18, 15, 15, 20, 15, 20, 18, 15]",156,292.0,0,0,none,"[20, 12, 16, 15, 14, 18, 18, 16, 20, 17]",166,282.0,0,0
qwen25-7b-instruct,N_en_soc-Bonn_9,N,en,neutral,Bonn,4,10,20,0.4,12.075,"[7.25, 10.75, 12.5, 12.5, 14.0, 12.5, 12.75, 12.25, 12.25, 14.0]",0.0,none,"[8, 15, 12, 13, 10, 10, 14, 18, 12, 14]",126,267.2,0,0,none,"[5, 10, 14, 12, 13, 12, 12, 15, 13, 12]",118,275.2,0,0,none,"[8, 8, 12, 10, 18, 16, 12, 1, 14, 12]",111,282.2,0,0,none,"[8, 10, 12, 15, 15, 12, 13, 15, 10, 18]",128,265.2,0,0
qwen25-7b-instruct,N_en_soc-Seoul_0,N,en,neutral,Seoul,4,10,20,0.4,14.15,"[6.75, 13.0, 13.0, 11.25, 15.25, 16.5, 15.25, 15.75, 17.75, 17.0]",0.0,none,"[10, 15, 13, 18, 20, 15, 18, 18, 19, 20]",166,260.4,0,0,none,"[10, 10, 15, 12, 15, 18, 18, 17, 18, 18]",151,275.4,0,0,none,"[5, 15, 12, 15, 13, 18, 15, 12, 16, 18]",139,287.4,0,0,none,"[2, 12, 12, 0, 13, 15, 10, 16, 18, 12]",110,316.4,0,0
qwen25-7b-instruct,N_en_soc-Seoul_1,N,en,neutral,Seoul,4,10,20,0.4,13.725,"[9.0, 10.75, 11.25, 13.75, 14.75, 15.25, 16.0, 14.25, 16.5, 15.75]",0.0,none,"[10, 12, 13, 15, 18, 18, 19, 17, 19, 15]",156,263.6,0,0,none,"[10, 9, 11, 10, 13, 14, 15, 5, 13, 18]",118,301.6,0,0,none,"[8, 10, 11, 12, 13, 14, 18, 20, 16, 15]",137,282.6,0,0,none,"[8, 12, 10, 18, 15, 15, 12, 15, 18, 15]",138,281.6,0,0
qwen25-7b-instruct,N_en_soc-Seoul_2,N,en,neutral,Seoul,4,10,20,0.4,10.925,"[8.25, 8.75, 10.75, 9.75, 12.0, 12.75, 11.0, 11.5, 10.75, 13.75]",0.0,none,"[5, 10, 10, 12, 14, 14, 11, 13, 18, 20]",127,247.8,0,0,none,"[8, 12, 15, 7, 10, 13, 10, 10, 1, 10]",96,278.8,0,0,none,"[15, 1, 10, 10, 9, 12, 10, 10, 12, 12]",101,273.8,0,0,none,"[5, 12, 8, 10, 15, 12, 13, 13, 12, 13]",113,261.8,0,0
qwen25-7b-instruct,N_en_soc-Seoul_3,N,en,neutral,Seoul,4,10,20,0.4,14.4,"[8.75, 11.25, 11.75, 15.75, 16.25, 16.0, 17.5, 16.0, 15.0, 15.75]",0.0,none,"[5, 10, 5, 15, 15, 12, 20, 20, 15, 18]",135,295.4,0,0,none,"[10, 15, 12, 15, 15, 15, 15, 17, 15, 15]",144,286.4,0,0,none,"[10, 10, 15, 18, 20, 20, 15, 15, 15, 15]",153,277.4,0,0,none,"[10, 10, 15, 15, 15, 17, 20, 12, 15, 15]",144,286.4,0,0
qwen25-7b-instruct,N_en_soc-Seoul_4,N,en,neutral,Seoul,4,10,20,0.4,12.225,"[6.0, 11.0, 13.0, 11.0, 12.0, 13.5, 14.0, 15.5, 11.0, 15.25]",0.0,none,"[1, 12, 15, 10, 15, 12, 15, 14, 5, 13]",112,283.6,0,0,none,"[5, 9, 15, 2, 11, 13, 14, 16, 14, 13]",112,283.6,0,0,none,"[8, 15, 10, 18, 12, 13, 15, 14, 10, 15]",130,265.6,0,0,none,"[10, 8, 12, 14, 10, 16, 12, 18, 15, 20]",135,260.6,0,0
qwen25-7b-instruct,N_en_soc-Seoul_5,N,en,neutral,Seoul,4,10,20,0.4,13.125,"[8.25, 11.0, 12.75, 15.25, 12.75, 14.5, 16.0, 13.25, 13.5, 14.0]",0.0,none,"[10, 15, 12, 17, 17, 15, 16, 18, 15, 15]",150,260.0,0,0,none,"[8, 8, 11, 15, 10, 16, 15, 5, 16, 14]",118,292.0,0,0,none,"[10, 9, 18, 15, 14, 14, 15, 15, 10, 12]",132,278.0,0,0,none,"[5, 12, 10, 14, 10, 13, 18, 15, 13, 15]",125,285.0,0,0
qwen25-7b-instruct,N_en_soc-Seoul_6,N,en,neutral,Seoul,4,10,20,0.4,13.9,"[7.5, 11.0, 13.0, 14.75, 15.0, 15.0, 15.75, 16.25, 15.25, 15.5]",0.0,none,"[10, 10, 15, 12, 18, 15, 16, 17, 15, 15]",143,279.4,0,0,none,"[10, 12, 15, 18, 13, 15, 15, 16, 14, 16]",144,278.4,0,0,none,"[5, 10, 12, 14, 15, 14, 15, 14, 16, 15]",130,292.4,0,0,none,"[5, 12, 10, 15, 14, 16, 17, 18, 16, 16]",139,283.4,0,0
qwen25-7b-instruct,N_en_soc-Seoul_7,N,en,neutral,Seoul,4,10,20,0.4,12.975,"[6.5, 11.0, 13.75, 12.5, 12.25, 13.0, 13.25, 17.25, 15.75, 14.5]",0.0,none,"[5, 1, 10, 8, 12, 10, 16, 18, 18, 15]",113,294.6,0,0,none,"[1, 15, 10, 15, 15, 12, 13, 18, 13, 15]",127,280.6,0,0,none,"[15, 18, 20, 15, 10, 15, 12, 18, 14, 18]",155,252.6,0,0,none,"[5, 10, 15, 12, 12, 15, 12, 15, 18, 10]",124,283.6,0,0
qwen25-7b-instruct,N_en_soc-Seoul_8,N,en,neutral,Seoul,4,10,20,0.4,14.05,"[7.25, 11.0, 13.75, 14.75, 15.75, 14.5, 16.0, 16.25, 15.5, 15.75]",0.0,none,"[10, 12, 15, 16, 14, 15, 17, 17, 16, 18]",150,274.8,0,0,none,"[1, 15, 15, 15, 18, 13, 16, 15, 20, 15]",143,281.8,0,0,none,"[10, 15, 12, 18, 13, 15, 18, 18, 16, 16]",151,273.8,0,0,none,"[8, 2, 13, 10, 18, 15, 13, 15, 10, 14]",118,306.8,0,0
qwen25-7b-instruct,N_en_soc-Seoul_9,N,en,neutral,Seoul,4,10,20,0.4,13.65,"[10.75, 12.25, 14.5, 14.5, 9.5, 13.25, 14.25, 16.5, 14.75, 16.25]",0.0,none,"[20, 10, 14, 16, 1, 15, 15, 18, 17, 15]",141,277.4,0,0,none,"[10, 15, 15, 14, 13, 15, 14, 15, 18, 20]",149,269.4,0,0,none,"[8, 12, 14, 13, 14, 13, 15, 15, 14, 15]",133,285.4,0,0,none,"[5, 12, 15, 15, 10, 10, 13, 18, 10, 15]",123,295.4,0,0
qwen25-7b-instruct,N_en_soc-Chengdu_0,N,en,neutral,Chengdu,4,10,20,0.4,5.875,"[5.0, 5.5, 6.0, 6.0, 6.25, 5.75, 6.5, 6.25, 5.5, 6.0]",0.0,none,"[5, 5, 6, 6, 6, 4, 6, 6, 4, 6]",54,240.0,0,0,none,"[5, 6, 7, 6, 7, 6, 7, 7, 6, 6]",63,231.0,0,0,none,"[5, 5, 5, 6, 6, 7, 6, 6, 6, 6]",58,236.0,0,0,none,"[5, 6, 6, 6, 6, 6, 7, 6, 6, 6]",60,234.0,0,0
qwen25-7b-instruct,N_en_soc-Chengdu_1,N,en,neutral,Chengdu,4,10,20,0.4,13.8,"[6.25, 9.25, 15.0, 15.0, 15.0, 14.5, 14.75, 15.25, 16.5, 16.5]",0.0,none,"[5, 10, 20, 12, 15, 13, 14, 15, 20, 15]",139,281.8,0,0,none,"[5, 10, 15, 15, 15, 15, 15, 15, 16, 15]",136,284.8,0,0,none,"[5, 5, 10, 15, 15, 15, 15, 15, 16, 20]",131,289.8,0,0,none,"[10, 12, 15, 18, 15, 15, 15, 16, 14, 16]",146,274.8,0,0
qwen25-7b-instruct,N_en_soc-Chengdu_2,N,en,neutral,Chengdu,4,10,20,0.4,11.5,"[8.5, 11.75, 10.75, 10.5, 15.0, 11.25, 11.25, 11.25, 12.5, 12.25]",0.0,none,"[5, 15, 10, 10, 12, 13, 14, 10, 18, 13]",120,264.0,0,0,none,"[10, 12, 15, 15, 15, 10, 1, 15, 10, 10]",113,271.0,0,0,none,"[4, 12, 6, 1, 15, 10, 15, 10, 10, 13]",96,288.0,0,0,none,"[15, 8, 12, 16, 18, 12, 15, 10, 12, 13]",131,253.0,0,0
qwen25-7b-instruct,N_en_soc-Chengdu_3,N,en,neutral,Chengdu,4,10,20,0.4,13.025,"[6.5, 9.25, 11.5, 14.75, 14.5, 14.0, 15.5, 14.75, 14.25, 15.25]",0.0,none,"[5, 10, 15, 15, 15, 16, 13, 12, 14, 14]",129,279.4,0,0,none,"[8, 10, 12, 14, 14, 12, 15, 13, 15, 15]",128,280.4,0,0,none,"[5, 10, 9, 15, 15, 12, 16, 18, 14, 18]",132,276.4,0,0,none,"[8, 7, 10, 15, 14, 16, 18, 16, 14, 14]",132,276.4,0,0
qwen25-7b-instruct,N_en_soc-Chengdu_4,N,en,neutral,Chengdu,4,10,20,0.4,13.375,"[7.0, 11.75, 13.75, 14.75, 14.75, 12.0, 15.25, 15.75, 14.0, 14.75]",0.0,none,"[5, 15, 15, 13, 16, 1, 18, 15, 15, 15]",128,286.0,0,0,none,"[8, 12, 15, 20, 18, 15, 14, 15, 15, 15]",147,267.0,0,0,none,"[10, 8, 10, 10, 12, 15, 15, 18, 12, 15]",125,289.0,0,0,none,"[5, 12, 15, 16, 13, 17, 14, 15, 14, 14]",135,279.0,0,0
qwen25-7b-instruct,N_en_soc-Chengdu_5,N,en,neutral,Chengdu,4,10,20,0.4,13.25,"[6.25, 9.0, 12.5, 13.5, 14.25, 15.0, 14.25, 15.0, 17.0, 15.75]",0.0,none,"[5, 15, 10, 15, 18, 12, 13, 15, 20, 15]",138,274.0,0,0,none,"[5, 10, 8, 12, 15, 18, 15, 15, 17, 18]",133,279.0,0,0,none,"[10, 5, 14, 12, 14, 15, 14, 15, 16, 15]",130,282.0,0,0,none,"[5, 6, 18, 15, 10, 15, 15, 15, 15, 15]",129,283.0,0,0
qwen25-7b-instruct,N_en_soc-Chengdu_6,N,en,neutral,Chengdu,4,10,20,0.4,13.225,"[9.0, 11.5, 12.0, 14.0, 14.25, 13.75, 14.5, 14.5, 14.5, 14.25]",0.0,none,"[8, 12, 12, 15, 15, 16, 14, 15, 15, 15]",137,274.6,0,0,none,"[5, 12, 10, 15, 13, 14, 14, 16, 14, 14]",127,284.6,0,0,none,"[8, 12, 14, 12, 13, 12, 14, 13, 15, 15]",128,283.6,0,0,none,"[15, 10, 12, 14, 16, 13, 16, 14, 14, 13]",137,274.6,0,0
